V_test,V_pred,MSE
0.18306681201721298,-4.823551,0.0298761225557682
0.14179725386272118,-4.9555445,0.0298761225557682
0.07530597251249824,-6.5825357,0.0298761225557682
0.1951457313694179,-4.548149,0.0298761225557682
0.12446856946865459,-6.3493958,0.0298761225557682
0.029727546652316788,-6.7037477,0.0298761225557682
0.09713988069571755,-4.944439,0.0298761225557682
0.09866069763483556,-5.903598,0.0298761225557682
0.08438139455831911,-6.6625395,0.0298761225557682
0.02063768891036047,-4.971533,0.0298761225557682
0.0,-6.8320475,0.0298761225557682
0.0,-6.7642345,0.0298761225557682
0.0,-6.882292,0.0298761225557682
0.0,-6.8332314,0.0298761225557682
0.0,-6.71757,0.0298761225557682
0.0,-6.735071,0.0298761225557682
0.0,-6.7584777,0.0298761225557682
0.0,-6.8666506,0.0298761225557682
0.0,-6.8617344,0.0298761225557682
0.0,-6.825769,0.0298761225557682
0.0,-6.854639,0.0298761225557682
0.0,-6.808095,0.0298761225557682
0.0,-6.803317,0.0298761225557682
0.0,-6.817564,0.0298761225557682
0.0,-6.7430353,0.0298761225557682
0.0,-6.8808675,0.0298761225557682
0.0,-6.741407,0.0298761225557682
0.0,-6.7943087,0.0298761225557682
0.0,-6.8032217,0.0298761225557682
0.0,-6.851754,0.0298761225557682
0.0,-6.8834615,0.0298761225557682
0.0,-6.837504,0.0298761225557682
0.0,-6.7867637,0.0298761225557682
0.0,-6.7237115,0.0298761225557682
0.0,-6.725738,0.0298761225557682
0.0,-6.7150793,0.0298761225557682
0.0,-6.7889442,0.0298761225557682
0.0,-6.7411423,0.0298761225557682
0.0,-6.7477217,0.0298761225557682
0.0,-6.7129126,0.0298761225557682
0.0,-6.857946,0.0298761225557682
0.0,-6.818416,0.0298761225557682
0.0,-6.798053,0.0298761225557682
0.0,-6.7705164,0.0298761225557682
0.0,-6.8392944,0.0298761225557682
0.0,-6.717913,0.0298761225557682
0.0,-6.7610908,0.0298761225557682
0.0,-6.745589,0.0298761225557682
0.0,-6.7285957,0.0298761225557682
0.0,-6.7752028,0.0298761225557682
0.0,-6.7568803,0.0298761225557682
0.0,-6.718514,0.0298761225557682
0.0,-6.7482224,0.0298761225557682
0.0,-6.7745504,0.0298761225557682
0.0,-6.7977133,0.0298761225557682
0.0,-6.777214,0.0298761225557682
0.0,-6.827922,0.0298761225557682
0.0,-6.7912397,0.0298761225557682
0.0,-6.788423,0.0298761225557682
0.0,-6.7643175,0.0298761225557682
0.0,-6.769619,0.0298761225557682
0.0,-6.7769837,0.0298761225557682
0.0,-6.776676,0.0298761225557682
0.0,-6.7681885,0.0298761225557682
0.0,-6.7137623,0.0298761225557682
0.0,-6.8327546,0.0298761225557682
0.0,-6.7424083,0.0298761225557682
0.0,-6.8123627,0.0298761225557682
0.0,-6.8396893,0.0298761225557682
0.0,-6.7382183,0.0298761225557682
0.0,-6.8521223,0.0298761225557682
0.0,-6.744981,0.0298761225557682
0.0,-6.8397617,0.0298761225557682
0.0,-6.837857,0.0298761225557682
0.0,-6.8075705,0.0298761225557682
0.0,-6.78231,0.0298761225557682
0.0,-6.8298817,0.0298761225557682
0.0,-6.884757,0.0298761225557682
0.0,-6.7626452,0.0298761225557682
0.0,-6.7379627,0.0298761225557682
0.0,-6.7629185,0.0298761225557682
0.0,-6.7597294,0.0298761225557682
0.0,-6.828201,0.0298761225557682
0.0,-6.86689,0.0298761225557682
0.0,-6.878828,0.0298761225557682
0.0,-6.7694902,0.0298761225557682
0.0,-6.875848,0.0298761225557682
0.0,-6.729758,0.0298761225557682
0.0,-6.8232512,0.0298761225557682
0.0,-6.7828226,0.0298761225557682
0.0,-6.8342447,0.0298761225557682
0.0,-6.758252,0.0298761225557682
0.0,-6.760043,0.0298761225557682
0.0,-6.88416,0.0298761225557682
0.0,-6.719506,0.0298761225557682
0.0,-6.7497406,0.0298761225557682
0.0,-6.8509912,0.0298761225557682
0.0,-6.7386055,0.0298761225557682
0.0,-6.819378,0.0298761225557682
0.0,-6.771717,0.0298761225557682
0.0,-6.8745923,0.0298761225557682
0.0,-6.801424,0.0298761225557682
0.0,-6.773455,0.0298761225557682
0.0,-6.792319,0.0298761225557682
0.0,-6.747303,0.0298761225557682
0.0,-6.7230654,0.0298761225557682
0.0,-6.8631134,0.0298761225557682
0.0,-6.7292557,0.0298761225557682
0.0,-6.7522774,0.0298761225557682
0.0,-6.869169,0.0298761225557682
0.0,-6.7770634,0.0298761225557682
0.0,-6.8142247,0.0298761225557682
0.0,-6.8005347,0.0298761225557682
0.0,-6.833377,0.0298761225557682
0.0,-6.848314,0.0298761225557682
0.0,-6.754186,0.0298761225557682
0.0,-6.885043,0.0298761225557682
0.0,-6.8477736,0.0298761225557682
0.0,-6.8078814,0.0298761225557682
0.0,-6.8844643,0.0298761225557682
0.0,-6.8752375,0.0298761225557682
0.0,-6.839578,0.0298761225557682
0.0,-6.8311214,0.0298761225557682
0.0,-6.757847,0.0298761225557682
0.0,-6.833451,0.0298761225557682
0.0,-6.787727,0.0298761225557682
0.0,-6.77569,0.0298761225557682
0.0,-6.829439,0.0298761225557682
0.0,-6.841263,0.0298761225557682
0.0,-6.82146,0.0298761225557682
0.0,-6.7792215,0.0298761225557682
0.0,-6.7815294,0.0298761225557682
0.0,-6.86355,0.0298761225557682
0.0,-6.8290606,0.0298761225557682
0.0,-6.789604,0.0298761225557682
0.0,-6.8617535,0.0298761225557682
0.0,-6.7805567,0.0298761225557682
0.0,-6.8188086,0.0298761225557682
0.0,-6.786648,0.0298761225557682
0.0,-6.7410336,0.0298761225557682
0.0,-6.76886,0.0298761225557682
0.0,-6.7940974,0.0298761225557682
0.0,-6.843953,0.0298761225557682
0.0,-6.838871,0.0298761225557682
0.0,-6.7990503,0.0298761225557682
0.0,-6.777532,0.0298761225557682
0.0,-6.8569827,0.0298761225557682
0.0,-6.7262325,0.0298761225557682
0.0,-6.7672873,0.0298761225557682
0.0,-6.7247677,0.0298761225557682
0.0,-6.808099,0.0298761225557682
0.0,-6.81149,0.0298761225557682
0.0,-6.872003,0.0298761225557682
0.0,-6.81988,0.0298761225557682
0.0,-6.7530894,0.0298761225557682
0.0,-6.750834,0.0298761225557682
0.0,-6.8814087,0.0298761225557682
0.0,-6.7298937,0.0298761225557682
0.0,-6.7593155,0.0298761225557682
0.0,-6.808792,0.0298761225557682
0.0,-6.7385077,0.0298761225557682
0.0,-6.7795706,0.0298761225557682
0.0,-6.7436075,0.0298761225557682
0.0,-6.7876043,0.0298761225557682
0.0,-6.725093,0.0298761225557682
0.0,-6.777985,0.0298761225557682
0.0,-6.832912,0.0298761225557682
0.0,-6.844218,0.0298761225557682
0.0,-6.8705773,0.0298761225557682
0.0,-6.727102,0.0298761225557682
0.0,-6.786773,0.0298761225557682
0.0,-6.7406836,0.0298761225557682
0.0,-6.7162476,0.0298761225557682
0.0,-6.7853403,0.0298761225557682
0.0,-6.796321,0.0298761225557682
0.0,-6.8076015,0.0298761225557682
0.0,-6.730542,0.0298761225557682
0.0,-6.718544,0.0298761225557682
0.0,-6.729648,0.0298761225557682
0.0,-6.733358,0.0298761225557682
0.0,-6.7413497,0.0298761225557682
0.0,-6.8295813,0.0298761225557682
0.0,-6.7425847,0.0298761225557682
0.0,-6.7672396,0.0298761225557682
0.0,-6.8238044,0.0298761225557682
0.0,-6.8496537,0.0298761225557682
0.0,-6.7517147,0.0298761225557682
0.0,-6.7937994,0.0298761225557682
0.0,-6.814301,0.0298761225557682
0.0,-6.876813,0.0298761225557682
0.0,-6.799364,0.0298761225557682
0.0,-6.8657436,0.0298761225557682
0.0,-6.8090105,0.0298761225557682
0.0,-6.880927,0.0298761225557682
0.0,-6.7374086,0.0298761225557682
0.0,-6.8139973,0.0298761225557682
0.0,-6.729685,0.0298761225557682
0.0,-6.726508,0.0298761225557682
0.0,-6.7333913,0.0298761225557682
0.0,-6.7905006,0.0298761225557682
0.0,-6.805624,0.0298761225557682
0.0,-6.8263435,0.0298761225557682
0.0,-6.834077,0.0298761225557682
0.0,-6.788337,0.0298761225557682
0.0,-6.7533073,0.0298761225557682
0.0,-6.803151,0.0298761225557682
0.0,-6.817361,0.0298761225557682
0.0,-6.7415867,0.0298761225557682
0.0,-6.7539606,0.0298761225557682
0.0,-6.879979,0.0298761225557682
0.0,-6.886077,0.0298761225557682
0.0,-6.823337,0.0298761225557682
0.0,-6.716478,0.0298761225557682
0.0,-6.7773914,0.0298761225557682
0.0,-6.8032923,0.0298761225557682
0.0,-6.82142,0.0298761225557682
0.0,-6.793565,0.0298761225557682
0.0,-6.854986,0.0298761225557682
0.0,-6.717236,0.0298761225557682
0.0,-6.718495,0.0298761225557682
0.0,-6.86823,0.0298761225557682
0.0,-6.813349,0.0298761225557682
0.0,-6.7342863,0.0298761225557682
0.0,-6.8300676,0.0298761225557682
0.0,-6.8478847,0.0298761225557682
0.0,-6.82057,0.0298761225557682
0.0,-6.722672,0.0298761225557682
0.0,-6.7942142,0.0298761225557682
0.0,-6.7954597,0.0298761225557682
0.0,-6.850148,0.0298761225557682
0.0,-6.7156696,0.0298761225557682
0.0,-6.763544,0.0298761225557682
0.0,-6.7936587,0.0298761225557682
0.0,-6.7343616,0.0298761225557682
0.0,-6.8413997,0.0298761225557682
0.0,-6.7327476,0.0298761225557682
0.0,-6.750052,0.0298761225557682
0.0,-6.8480673,0.0298761225557682
0.0,-6.885191,0.0298761225557682
0.0,-6.7469597,0.0298761225557682
0.0,-6.8792176,0.0298761225557682
0.0,-6.723454,0.0298761225557682
0.0,-6.853647,0.0298761225557682
0.0,-6.8726683,0.0298761225557682
0.0,-6.7654705,0.0298761225557682
0.0,-6.8840313,0.0298761225557682
0.0,-6.7483044,0.0298761225557682
0.0,-6.810782,0.0298761225557682
0.0,-6.84088,0.0298761225557682
0.0,-6.7296886,0.0298761225557682
0.0,-6.7376494,0.0298761225557682
0.0,-6.7786703,0.0298761225557682
0.0,-6.8009377,0.0298761225557682
0.0,-6.8414154,0.0298761225557682
0.0,-6.7951584,0.0298761225557682
0.0,-6.866165,0.0298761225557682
0.0,-6.7242694,0.0298761225557682
0.0,-6.7955074,0.0298761225557682
0.0,-6.808455,0.0298761225557682
0.0,-6.747389,0.0298761225557682
0.0,-6.8851233,0.0298761225557682
0.0,-6.866331,0.0298761225557682
0.0,-6.8692183,0.0298761225557682
0.0,-6.7810383,0.0298761225557682
0.0,-6.833433,0.0298761225557682
0.0,-6.7650166,0.0298761225557682
0.0,-6.7233334,0.0298761225557682
0.0,-6.864785,0.0298761225557682
0.0,-6.8055763,0.0298761225557682
0.0,-6.806147,0.0298761225557682
0.0,-6.747129,0.0298761225557682
0.0,-6.7385316,0.0298761225557682
0.0,-6.847837,0.0298761225557682
0.0,-6.858424,0.0298761225557682
0.0,-6.722889,0.0298761225557682
0.0,-6.75591,0.0298761225557682
0.0,-6.787336,0.0298761225557682
0.0,-6.733631,0.0298761225557682
0.0,-6.804843,0.0298761225557682
0.0,-6.8102303,0.0298761225557682
0.0,-6.8782196,0.0298761225557682
0.0,-6.7857113,0.0298761225557682
0.0,-6.842556,0.0298761225557682
0.0,-6.8642483,0.0298761225557682
0.0,-6.7672896,0.0298761225557682
0.0,-6.7731643,0.0298761225557682
0.0,-6.762793,0.0298761225557682
0.0,-6.80429,0.0298761225557682
0.0,-6.7992306,0.0298761225557682
0.0,-6.871054,0.0298761225557682
0.0,-6.8806973,0.0298761225557682
0.0,-6.861336,0.0298761225557682
0.0,-6.8493414,0.0298761225557682
0.0,-6.817211,0.0298761225557682
0.0,-6.8610134,0.0298761225557682
0.0,-6.752231,0.0298761225557682
0.0,-6.7147245,0.0298761225557682
0.0,-6.7626,0.0298761225557682
0.0,-6.8663692,0.0298761225557682
0.0,-6.873827,0.0298761225557682
0.0,-6.8756223,0.0298761225557682
0.0,-6.726024,0.0298761225557682
0.0,-6.8780756,0.0298761225557682
0.0,-6.877886,0.0298761225557682
0.0,-6.8080974,0.0298761225557682
0.0,-6.7142653,0.0298761225557682
0.0,-6.746873,0.0298761225557682
0.0,-6.730473,0.0298761225557682
0.0,-6.8543124,0.0298761225557682
0.0,-6.8486557,0.0298761225557682
0.0,-6.849371,0.0298761225557682
0.0,-6.808388,0.0298761225557682
0.0,-6.856284,0.0298761225557682
0.0,-6.7909217,0.0298761225557682
0.0,-6.7970743,0.0298761225557682
0.0,-6.885105,0.0298761225557682
0.0,-6.7467546,0.0298761225557682
0.0,-6.7655134,0.0298761225557682
0.0,-6.816696,0.0298761225557682
0.0,-6.8476143,0.0298761225557682
0.0,-6.7743015,0.0298761225557682
0.0,-6.8505535,0.0298761225557682
0.0,-6.759317,0.0298761225557682
0.0,-6.8003893,0.0298761225557682
0.0,-6.743543,0.0298761225557682
0.0,-6.8822837,0.0298761225557682
0.0,-6.8746614,0.0298761225557682
0.0,-6.7161655,0.0298761225557682
0.0,-6.739455,0.0298761225557682
0.0,-6.847439,0.0298761225557682
0.0,-6.75133,0.0298761225557682
0.0,-6.809291,0.0298761225557682
0.0,-6.796131,0.0298761225557682
0.0,-6.8489003,0.0298761225557682
0.0,-6.7761207,0.0298761225557682
0.0,-6.7161584,0.0298761225557682
0.0,-6.7628775,0.0298761225557682
0.0,-6.83275,0.0298761225557682
0.0,-6.7756915,0.0298761225557682
0.0,-6.807989,0.0298761225557682
0.0,-6.79582,0.0298761225557682
0.0,-6.826172,0.0298761225557682
0.0,-6.7569265,0.0298761225557682
0.0,-6.839944,0.0298761225557682
0.0,-6.834638,0.0298761225557682
0.0,-6.757039,0.0298761225557682
0.0,-6.7474546,0.0298761225557682
0.0,-6.82938,0.0298761225557682
0.0,-6.798812,0.0298761225557682
0.0,-6.866348,0.0298761225557682
0.0,-6.864524,0.0298761225557682
0.0,-6.801405,0.0298761225557682
0.0,-6.78777,0.0298761225557682
0.0,-6.786598,0.0298761225557682
0.0,-6.7866945,0.0298761225557682
0.0,-6.8549657,0.0298761225557682
0.0,-6.7161884,0.0298761225557682
0.0,-6.8824315,0.0298761225557682
0.0,-6.8440413,0.0298761225557682
0.0,-6.790056,0.0298761225557682
0.0,-6.7142463,0.0298761225557682
0.0,-6.7819204,0.0298761225557682
0.0,-6.7629075,0.0298761225557682
0.0,-6.8547735,0.0298761225557682
0.0,-6.8357778,0.0298761225557682
0.0,-6.8823156,0.0298761225557682
0.0,-6.8177867,0.0298761225557682
0.0,-6.805966,0.0298761225557682
0.0,-6.824839,0.0298761225557682
0.0,-6.775175,0.0298761225557682
0.0,-6.8216634,0.0298761225557682
0.0,-6.755251,0.0298761225557682
0.0,-6.76435,0.0298761225557682
0.0,-6.795671,0.0298761225557682
0.0,-6.74042,0.0298761225557682
0.0,-6.8475285,0.0298761225557682
0.0,-6.8630934,0.0298761225557682
0.0,-6.8338943,0.0298761225557682
0.0,-6.722777,0.0298761225557682
0.0,-6.757636,0.0298761225557682
0.0,-6.8268833,0.0298761225557682
0.0,-6.7879763,0.0298761225557682
0.0,-6.7584753,0.0298761225557682
0.0,-6.837572,0.0298761225557682
0.0,-6.736106,0.0298761225557682
0.0,-6.817938,0.0298761225557682
0.0,-6.8186226,0.0298761225557682
0.0,-6.8599224,0.0298761225557682
0.0,-6.8603897,0.0298761225557682
0.0,-6.790974,0.0298761225557682
0.0,-6.800541,0.0298761225557682
0.0,-6.7169094,0.0298761225557682
0.0,-6.871023,0.0298761225557682
0.0,-6.713934,0.0298761225557682
0.0,-6.8078413,0.0298761225557682
0.0,-6.721287,0.0298761225557682
0.0,-6.8198037,0.0298761225557682
0.0,-6.8474364,0.0298761225557682
0.0,-6.7619395,0.0298761225557682
0.0,-6.759199,0.0298761225557682
0.0,-6.74677,0.0298761225557682
0.0,-6.8609524,0.0298761225557682
0.0,-6.7831087,0.0298761225557682
0.0,-6.778705,0.0298761225557682
0.0,-6.736864,0.0298761225557682
0.0,-6.731306,0.0298761225557682
0.0,-6.817564,0.0298761225557682
0.0,-6.7234993,0.0298761225557682
0.0,-6.7246428,0.0298761225557682
0.0,-6.8132725,0.0298761225557682
0.0,-6.7638597,0.0298761225557682
0.0,-6.7499075,0.0298761225557682
0.0,-6.865628,0.0298761225557682
0.0,-6.8650827,0.0298761225557682
0.0,-6.8343973,0.0298761225557682
0.0,-6.722486,0.0298761225557682
0.0,-6.7779803,0.0298761225557682
0.0,-6.7860627,0.0298761225557682
0.0,-6.7955065,0.0298761225557682
0.0,-6.770878,0.0298761225557682
0.0,-6.805563,0.0298761225557682
0.0,-6.809636,0.0298761225557682
0.0,-6.8568707,0.0298761225557682
0.0,-6.814743,0.0298761225557682
0.0,-6.882031,0.0298761225557682
0.0,-6.7603874,0.0298761225557682
0.0,-6.7794538,0.0298761225557682
0.0,-6.8283105,0.0298761225557682
0.0,-6.7258396,0.0298761225557682
0.0,-6.7679224,0.0298761225557682
0.0,-6.862401,0.0298761225557682
0.0,-6.83465,0.0298761225557682
0.0,-6.857269,0.0298761225557682
0.0,-6.7493725,0.0298761225557682
0.0,-6.7361665,0.0298761225557682
0.0,-6.8334413,0.0298761225557682
0.0,-6.870469,0.0298761225557682
0.0,-6.796036,0.0298761225557682
0.0,-6.8794928,0.0298761225557682
0.0,-6.818285,0.0298761225557682
0.0,-6.780592,0.0298761225557682
0.0,-6.762866,0.0298761225557682
0.0,-6.847775,0.0298761225557682
0.0,-6.7715955,0.0298761225557682
0.0,-6.837404,0.0298761225557682
0.0,-6.7322707,0.0298761225557682
0.0,-6.832756,0.0298761225557682
0.0,-6.7224083,0.0298761225557682
0.0,-6.731019,0.0298761225557682
0.0,-6.73368,0.0298761225557682
0.0,-6.8730426,0.0298761225557682
0.0,-6.7521324,0.0298761225557682
0.0,-6.78069,0.0298761225557682
0.0,-6.838766,0.0298761225557682
0.0,-6.8566475,0.0298761225557682
0.0,-6.7919397,0.0298761225557682
0.0,-6.7705584,0.0298761225557682
0.0,-6.7514076,0.0298761225557682
0.0,-6.8278036,0.0298761225557682
0.0,-6.7320967,0.0298761225557682
0.0,-6.760949,0.0298761225557682
0.0,-6.834502,0.0298761225557682
0.0,-6.857319,0.0298761225557682
0.0,-6.793902,0.0298761225557682
0.0,-6.8858314,0.0298761225557682
0.0,-6.882025,0.0298761225557682
0.0,-6.7696037,0.0298761225557682
0.0,-6.8141675,0.0298761225557682
0.0,-6.827283,0.0298761225557682
0.0,-6.7402124,0.0298761225557682
0.0,-6.7584634,0.0298761225557682
0.0,-6.8036103,0.0298761225557682
0.0,-6.858268,0.0298761225557682
0.0,-6.8151236,0.0298761225557682
0.0,-6.8097687,0.0298761225557682
0.0,-6.790619,0.0298761225557682
0.0,-6.7750907,0.0298761225557682
0.0,-6.7873645,0.0298761225557682
0.0,-6.7639613,0.0298761225557682
0.0,-6.863706,0.0298761225557682
0.0,-6.835556,0.0298761225557682
0.0,-6.8331265,0.0298761225557682
0.0,-6.731797,0.0298761225557682
0.0,-6.855689,0.0298761225557682
0.0,-6.794034,0.0298761225557682
0.0,-6.7714977,0.0298761225557682
0.0,-6.745715,0.0298761225557682
0.0,-6.7862663,0.0298761225557682
0.0,-6.84819,0.0298761225557682
0.0,-6.7655897,0.0298761225557682
0.0,-6.821196,0.0298761225557682
0.0,-6.8341503,0.0298761225557682
0.0,-6.739506,0.0298761225557682
0.0,-6.732447,0.0298761225557682
0.0,-6.71319,0.0298761225557682
0.0,-6.7364907,0.0298761225557682
0.0,-6.7953563,0.0298761225557682
0.0,-6.788474,0.0298761225557682
0.0,-6.8615484,0.0298761225557682
0.0,-6.7653275,0.0298761225557682
0.0,-6.801927,0.0298761225557682
0.0,-6.8009853,0.0298761225557682
0.0,-6.756073,0.0298761225557682
0.0,-6.742027,0.0298761225557682
0.0,-6.885229,0.0298761225557682
0.0,-6.8430305,0.0298761225557682
0.0,-6.727334,0.0298761225557682
0.0,-6.814604,0.0298761225557682
0.0,-6.8022513,0.0298761225557682
0.0,-6.845666,0.0298761225557682
0.0,-6.8183746,0.0298761225557682
0.0,-6.827185,0.0298761225557682
0.0,-6.772063,0.0298761225557682
0.0,-6.880424,0.0298761225557682
0.0,-6.783986,0.0298761225557682
0.0,-6.8630514,0.0298761225557682
0.0,-6.7922173,0.0298761225557682
0.0,-6.821309,0.0298761225557682
0.0,-6.8094454,0.0298761225557682
0.0,-6.7458963,0.0298761225557682
0.0,-6.7878723,0.0298761225557682
0.0,-6.8232346,0.0298761225557682
0.0,-6.7988014,0.0298761225557682
0.0,-6.8038583,0.0298761225557682
0.0,-6.81592,0.0298761225557682
0.0,-6.7227507,0.0298761225557682
0.0,-6.715084,0.0298761225557682
0.0,-6.8391094,0.0298761225557682
0.0,-6.7536964,0.0298761225557682
0.0,-6.8336573,0.0298761225557682
0.0,-6.873102,0.0298761225557682
0.0,-6.8820753,0.0298761225557682
0.0,-6.845858,0.0298761225557682
0.0,-6.715502,0.0298761225557682
0.0,-6.794834,0.0298761225557682
0.0,-6.87994,0.0298761225557682
0.0,-6.8505955,0.0298761225557682
0.0,-6.771289,0.0298761225557682
0.0,-6.7307115,0.0298761225557682
0.0,-6.798296,0.0298761225557682
0.0,-6.8837833,0.0298761225557682
0.0,-6.733493,0.0298761225557682
0.0,-6.828594,0.0298761225557682
0.0,-6.7361712,0.0298761225557682
0.0,-6.714916,0.0298761225557682
0.0,-6.8664274,0.0298761225557682
0.0,-6.821471,0.0298761225557682
0.0,-6.7829075,0.0298761225557682
0.0,-6.7966566,0.0298761225557682
0.0,-6.78401,0.0298761225557682
0.0,-6.753893,0.0298761225557682
0.0,-6.8603516,0.0298761225557682
0.0,-6.8849554,0.0298761225557682
0.0,-6.818384,0.0298761225557682
0.0,-6.8357315,0.0298761225557682
0.0,-6.730891,0.0298761225557682
0.0,-6.7541847,0.0298761225557682
0.0,-6.7627,0.0298761225557682
0.0,-6.8014374,0.0298761225557682
0.0,-6.736788,0.0298761225557682
0.0,-6.7654886,0.0298761225557682
0.0,-6.8205633,0.0298761225557682
0.0,-6.7206454,0.0298761225557682
0.0,-6.8120966,0.0298761225557682
0.0,-6.712862,0.0298761225557682
0.0,-6.8187428,0.0298761225557682
0.0,-6.8537855,0.0298761225557682
0.0,-6.8162513,0.0298761225557682
0.0,-6.736152,0.0298761225557682
0.0,-6.8772745,0.0298761225557682
0.0,-6.8025827,0.0298761225557682
0.0,-6.8638945,0.0298761225557682
0.0,-6.7702627,0.0298761225557682
0.0,-6.8647966,0.0298761225557682
0.0,-6.8705654,0.0298761225557682
0.0,-6.765541,0.0298761225557682
0.0,-6.7188454,0.0298761225557682
0.0,-6.7231216,0.0298761225557682
0.0,-6.8230762,0.0298761225557682
0.0,-6.7998466,0.0298761225557682
0.0,-6.780741,0.0298761225557682
0.0,-6.783328,0.0298761225557682
0.0,-6.807375,0.0298761225557682
0.0,-6.780739,0.0298761225557682
0.0,-6.876414,0.0298761225557682
0.0,-6.8546953,0.0298761225557682
0.0,-6.850234,0.0298761225557682
0.0,-6.8278694,0.0298761225557682
0.0,-6.723149,0.0298761225557682
0.0,-6.7470083,0.0298761225557682
0.0,-6.78475,0.0298761225557682
0.0,-6.7462134,0.0298761225557682
0.0,-6.795361,0.0298761225557682
0.0,-6.767516,0.0298761225557682
0.0,-6.789507,0.0298761225557682
0.0,-6.734202,0.0298761225557682
0.0,-6.799823,0.0298761225557682
0.0,-6.7437944,0.0298761225557682
0.0,-6.7474174,0.0298761225557682
0.0,-6.8163166,0.0298761225557682
0.0,-6.7468367,0.0298761225557682
0.0,-6.7594566,0.0298761225557682
0.0,-6.815932,0.0298761225557682
0.0,-6.7136264,0.0298761225557682
0.0,-6.825621,0.0298761225557682
0.0,-6.849704,0.0298761225557682
0.0,-6.8486633,0.0298761225557682
0.0,-6.796646,0.0298761225557682
0.0,-6.849928,0.0298761225557682
0.0,-6.847832,0.0298761225557682
0.0,-6.7629933,0.0298761225557682
0.0,-6.787525,0.0298761225557682
0.0,-6.767652,0.0298761225557682
0.0,-6.7791724,0.0298761225557682
0.0,-6.717602,0.0298761225557682
0.0,-6.775955,0.0298761225557682
0.0,-6.7770076,0.0298761225557682
0.0,-6.7794657,0.0298761225557682
0.0,-6.822337,0.0298761225557682
0.0,-6.7723265,0.0298761225557682
0.0,-6.8036985,0.0298761225557682
0.0,-6.850984,0.0298761225557682
0.0,-6.7744613,0.0298761225557682
0.0,-6.8013477,0.0298761225557682
0.0,-6.801858,0.0298761225557682
0.0,-6.777351,0.0298761225557682
0.0,-6.790471,0.0298761225557682
0.0,-6.7410793,0.0298761225557682
0.0,-6.7713556,0.0298761225557682
0.0,-6.8527946,0.0298761225557682
0.0,-6.858635,0.0298761225557682
0.0,-6.7952657,0.0298761225557682
0.0,-6.8240824,0.0298761225557682
0.0,-6.8471646,0.0298761225557682
0.0,-6.8814898,0.0298761225557682
0.0,-6.8685174,0.0298761225557682
0.0,-6.8489623,0.0298761225557682
0.0,-6.7907953,0.0298761225557682
0.0,-6.789016,0.0298761225557682
0.0,-6.750157,0.0298761225557682
0.0,-6.7337275,0.0298761225557682
0.0,-6.7738843,0.0298761225557682
0.0,-6.8735037,0.0298761225557682
0.0,-6.716311,0.0298761225557682
0.0,-6.84044,0.0298761225557682
